Date : 2024-01-22 10:51:31
Directory : /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src
Total : 215 files,  25293 codes, 4684 comments, 5317 blanks, all 35294 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/ModificaPagine/ModificaDipendente.jsx                   | JavaScript JSX |        238 |         24 |         51 |        313 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/ModificaPagine/ModificaFatturazioneAttiva.jsx           | JavaScript JSX |        126 |          4 |         24 |        154 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/ModificaPagine/ModificaFatturazionePassiva.jsx          | JavaScript JSX |        107 |          7 |         25 |        139 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/ModificaPagine/ModificaFornitori.jsx                    | JavaScript JSX |         84 |          4 |         18 |        106 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/ModificaPagine/ModificaIntervista.jsx                   | JavaScript JSX |        181 |         72 |         59 |        312 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/ModificaPagine/ModificaNeed.jsx                         | JavaScript JSX |        183 |          5 |         52 |        240 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/ModificaPagine/ModificaProgetto.jsx                     | JavaScript JSX |        103 |          2 |         21 |        126 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/ModificaPagine/ModificaStaffing.jsx                     | JavaScript JSX |        332 |          7 |         91 |        430 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/Need.jsx                                                | JavaScript JSX |        306 |         48 |         45 |        399 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/Progetti.jsx                                            | JavaScript JSX |        132 |         25 |         31 |        188 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/Recruiting.jsx                                          | JavaScript JSX |        369 |         11 |         64 |        444 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/Register.jsx                                            | JavaScript JSX |         27 |          0 |          5 |         32 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/ReportPage.jsx                                          | JavaScript JSX |        316 |         17 |         64 |        397 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/Tesoreria.jsx                                           | JavaScript JSX |         71 |         43 |         15 |        129 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/TimesheetPages.jsx                                      | JavaScript JSX |         40 |         24 |         32 |         96 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/UserPagine/UserHomepage.jsx                             | JavaScript JSX |         19 |          0 |          5 |         24 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/UserPagine/UserTimesheet.jsx                            | JavaScript JSX |         39 |         24 |         32 |         95 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/pages/UserPagine/UserTimesheetComponent.jsx                   | JavaScript JSX |        638 |        149 |        223 |      1,010 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/reportWebVitals.js                                            | JavaScript     |         12 |          0 |          2 |         14 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/services/auth-header.js                                       | JavaScript     |          8 |          0 |          1 |          9 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/services/auth-servicesAziende.js                              | JavaScript     |         10 |          0 |          4 |         14 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/services/auth.service.js                                      | JavaScript     |         31 |          0 |          7 |         38 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/services/user.service.js                                      | JavaScript     |         22 |          0 |          9 |         31 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/setupProxy.js                                                 | JavaScript     |         10 |          0 |          2 |         12 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/setupTests.js                                                 | JavaScript     |          1 |          4 |          1 |          6 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/store/slices/intervisteSlice.js                               | JavaScript     |         34 |          4 |          4 |         42 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/store/slices/recruitingSlice.js                               | JavaScript     |         28 |          2 |          6 |         36 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/store/store.js                                                | JavaScript     |         11 |          2 |          3 |         16 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/AutoHeightGrid.css                                     | CSS            |         16 |          0 |          3 |         19 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Aziende.css                                            | CSS            |         88 |          0 |         22 |        110 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/BasicDatePicker.css                                    | CSS            |         12 |          0 |          0 |         12 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/BoxUser.css                                            | CSS            |         33 |          0 |          7 |         40 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/DettaglioAziende.css                                   | CSS            |         35 |          0 |         10 |         45 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/DettaglioAziende.module.css                            | CSS            |         10 |          2 |          4 |         16 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/DettaglioKeyPeople.css                                 | CSS            |         29 |          0 |          6 |         35 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/FatturazioneAttiva.css                                 | CSS            |         88 |          0 |         18 |        106 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/FatturazionePassiva.css                                | CSS            |         88 |          0 |         15 |        103 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Fornitori.css                                          | CSS            |         88 |          0 |         15 |        103 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/HR.css                                                 | CSS            |         99 |          0 |         15 |        114 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Home.css                                               | CSS            |         50 |          0 |         11 |         61 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Homepage.css                                           | CSS            |         20 |          0 |          2 |         22 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/KeyPeople.css                                          | CSS            |         87 |          2 |         16 |        105 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Login.css                                              | CSS            |         73 |          0 |         12 |         85 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/LoginComponent.css                                     | CSS            |        166 |          0 |         18 |        184 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/MyBox.css                                              | CSS            |         30 |          0 |          6 |         36 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Need.css                                               | CSS            |         98 |          3 |         18 |        119 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Progetti.css                                           | CSS            |         91 |          0 |         15 |        106 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Prova.css                                              | CSS            |        104 |          0 |         35 |        139 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Recruiting.css                                         | CSS            |         97 |          0 |         18 |        115 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Register.css                                           | CSS            |         74 |          0 |         12 |         86 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/RegisterComponent.css                                  | CSS            |        129 |          0 |         14 |        143 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/SearchBox.css                                          | CSS            |         12 |          0 |          1 |         13 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/SearchComponent.css                                    | CSS            |         86 |          0 |         23 |        109 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Sidebar.css                                            | CSS            |        137 |          2 |         22 |        161 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Tesoreria.css                                          | CSS            |        105 |          0 |         18 |        123 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/Timesheet.css                                          | CSS            |         25 |          1 |          8 |         34 |
| /Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/styles/disabilitato.css                                       | CSS            |          7 |          0 |          2 |          9 |
| Total                                                                                                                    |                |     25,293 |      4,684 |      5,317 |     35,294 |
+--------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
